,building_i,name,use,suburb_loc,town_city,territoria,capture_me,capture_so,capture__1,capture__2,capture__3,capture__4,last_modif,geometry,affected_area,affected_length
2336165,4873717,,Unknown,Kawhia,,Otorohanga District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1759689.4230672326 5791671.194734895, 1759686.4060026333 5791667.494441574, 1759683.3491714166 5791669.986854087, 1759686.3662358557 5791673.687147369, 1759689.4230672326 5791671.194734895))",18.830941670340565,17.43709491640784
2399131,1032688,,Unknown,Kawhia,,Otorohanga District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1759590.9166173674 5791617.670223764, 1759593.4062695955 5791618.421220112, 1759595.1868851427 5791612.518301909, 1759593.4436183423 5791611.992435633, 1759593.873584062 5791610.567165047, 1759592.4975502365 5791610.152049695, 1759593.40417674 5791607.146559263, 1759588.206905634 5791605.578812604, 1759587.3000243343 5791608.585193482, 1759585.6702688672 5791608.093548607, 1759584.4777281187 5791612.046866599, 1759585.8808666412 5791612.470124757, 1759582.989068685 5791622.056703968, 1759589.042613152 5791623.88279005, 1759590.9166173674 5791617.670223764))",129.71563651340955,55.343390605914635
2264150,4873715,,Unknown,Kawhia,,Otorohanga District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1759592.290458477 5791627.297356405, 1759595.572219463 5791624.343853933, 1759593.8829346206 5791622.466818477, 1759590.6011737317 5791625.4203209635, 1759592.290458477 5791627.297356405))",11.149288441369293,13.880728197086544
2620923,1032707,,Unknown,Kawhia,,Otorohanga District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1759585.693019707 5791629.177790389, 1759589.037883597 5791625.710246462, 1759587.1254280205 5791623.86545273, 1759583.7805642416 5791627.332996656, 1759585.693019707 5791629.177790389))",12.802107365108881,14.950175881201934
2544627,1032689,,Unknown,Kawhia,,Otorohanga District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1759595.8260698789 5791639.036841366, 1759602.2023206542 5791632.499676589, 1759600.9486509063 5791631.276846116, 1759600.9907374196 5791631.233694132, 1759600.3335087192 5791630.592635833, 1759598.2819340704 5791632.695995629, 1759593.133058492 5791627.673854032, 1759590.8788071664 5791629.984980113, 1759589.1526835144 5791628.301338414, 1759584.8640574815 5791632.6981882965, 1759595.5416734824 5791642.327569279, 1759597.329905896 5791640.378885143, 1759595.8260698789 5791639.036841366))",117.43700222809669,52.81280648070844
2602047,1032691,,Unknown,Kawhia,,Otorohanga District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1759605.2784062447 5791644.337715633, 1759602.9078992296 5791646.604125007, 1759608.202318049 5791652.141753638, 1759618.277422372 5791642.509136819, 1759612.9829652612 5791636.971491408, 1759607.8852297564 5791641.845367185, 1759606.7577565645 5791640.666108509, 1759604.1509331006 5791643.158456962, 1759605.2784062447 5791644.337715633))",112.67567538631602,46.46369585240911
2457485,1104747,,Unknown,Raglan,Raglan,Waikato District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1760904.3425807008 5812651.084673456, 1760896.9610692062 5812645.2558128685, 1760892.3684409743 5812651.071817046, 1760899.7499518793 5812656.900677759, 1760904.3425807008 5812651.084673456))",69.70069213942112,33.63223753847098
1403676,4639766,,Unknown,Makorori,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2050308.7182859965 5711710.414549689, 2050308.9701432753 5711706.660056177, 2050304.4945123626 5711706.359823951, 2050304.322723501 5711708.920719486, 2050306.4514727085 5711708.73886436, 2050306.9870392927 5711710.2984149335, 2050308.7182859965 5711710.414549689))",13.525483060535931,16.335860608283117
1422457,4646090,,Unknown,Makorori,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2050986.8265014025 5713246.415365037, 2050989.1705240165 5713243.688262016, 2050985.8621940976 5713240.844658495, 2050983.5181716173 5713243.571761494, 2050986.8265014025 5713246.415365037))",15.687627090745412,15.917024114501302
1414002,4646091,,Unknown,Makorori,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2050990.9976763302 5713268.260501418, 2050988.4877972738 5713269.532283363, 2050992.7349510645 5713272.078149602, 2050992.8918371578 5713271.998653785, 2050990.9976763302 5713268.260501418))",6.264155921572087,12.131981693090964
1414001,4646089,,Unknown,Makorori,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2051006.202420859 5713282.859783576, 2051005.414925861 5713277.682244976, 2051001.880050492 5713278.219893703, 2051002.1102852994 5713279.73361715, 2051004.9228582992 5713283.054402877, 2051006.202420859 5713282.859783576))",14.498246323154312,15.989827400965398
1417230,4646092,,Unknown,Makorori,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2051011.3474832664 5713283.767742815, 2051009.1120516197 5713284.709953724, 2051009.8852911866 5713286.5444944175, 2051015.9906923552 5713283.9711321555, 2051014.2386871919 5713279.814432717, 2051010.3687178185 5713281.445584213, 2051011.3474832664 5713283.767742815))",23.773630234858437,22.272809361837023
1394677,4645703,,Unknown,Makorori,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2051084.5738795225 5713425.588394046, 2051082.735705503 5713420.39796764, 2051077.870207862 5713422.121122549, 2051079.7083785213 5713427.311475421, 2051084.5738795225 5713425.588394046))",28.421225370365296,21.33576271625115
1399121,4645695,,Unknown,Makorori,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2051086.2076439494 5713446.243465628, 2051082.748847887 5713447.796187334, 2051084.427626862 5713451.535784986, 2051087.8864230257 5713449.983063367, 2051086.2076439494 5713446.243465628))",15.541182534875936,15.780934082264409
1517794,4645702,,Unknown,Makorori,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2051093.1665150702 5713455.436602912, 2051091.5338926176 5713451.85440948, 2051086.3988061633 5713454.194795238, 2051088.0314284698 5713457.776988545, 2051093.1665150702 5713455.436602912))",22.215838976449568,19.159933400306866
1413952,4645706,,Unknown,Makorori,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2051100.6819186558 5713481.354135804, 2051099.8645337457 5713476.719347457, 2051097.090779335 5713477.208548864, 2051097.9081243272 5713481.843265359, 2051100.6819186558 5713481.354135804))",13.255584193713739,15.045702506420906
1408216,4639270,,Unknown,Tolaga Bay,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2065538.185563759 5746086.961277444, 2065538.1235578435 5746086.982180858, 2065538.2183131818 5746087.058422244, 2065538.185563759 5746086.961277444))",0.003354063508490995,0.2895706990437291
1408217,4639271,,Unknown,Tolaga Bay,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2065544.97411748 5746103.044301463, 2065542.7521766238 5746096.800352281, 2065541.6155680732 5746097.2048202, 2065543.2767004385 5746103.6483358275, 2065544.97411748 5746103.044301463))",9.96817204485996,16.289821951493828
1600350,4678322,,Unknown,Anaura Bay,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2066019.7215472497 5752904.036474127, 2066018.120394174 5752901.194749547, 2066015.6080685614 5752902.610304712, 2066015.4007287605 5752903.168666707, 2066016.813048687 5752905.67525053, 2066019.7215472497 5752904.036474127))",10.801620908819745,12.956540651103973
1392662,4678323,,Unknown,Anaura Bay,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2066015.4583063852 5752906.146531777, 2066014.8270680988 5752904.7135235565, 2066014.0674313211 5752906.759210417, 2066015.4583063852 5752906.146531777))",1.1899408078619376,5.267890331225013
1402849,4678630,,Unknown,Anaura Bay,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2066018.8931498076 5752912.192619788, 2066015.16778199 5752911.947322817, 2066014.981079363 5752914.783065168, 2066018.7064503506 5752915.028435588, 2066018.8931498076 5752912.192619788))",10.610128656957935,13.150714561787064
1420877,4678319,,Unknown,Anaura Bay,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2066012.0295393625 5752950.32778244, 2066007.512215479 5752944.282563422, 2066005.8230627496 5752945.544792332, 2066006.5560407736 5752948.383553005, 2066006.5594941028 5752948.404212027, 2066009.2751538963 5752952.03838997, 2066009.6643700276 5752950.008560735, 2066009.5284140434 5752952.196762248, 2066012.0295393625 5752950.32778244))",22.540759637939722,24.52631975001629
1430699,4678621,,Unknown,Anaura Bay,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2066008.5448409582 5752954.273453497, 2066007.30390595 5752952.8575439835, 2066007.6689128987 5752955.041143177, 2066008.5448409582 5752954.273453497))",1.0964439359516147,5.261369152682365
1414542,4650944,,Unknown,Waipiro,,Gisborne District,Feature Extraction,NZ Aerial Imagery,1110,Gisborne 0.3m Rural Aerial Photos (2017-2019),2017-12-12,2019-10-28,2020-01-23,"POLYGON ((2068890.8416827568 5780013.575574467, 2068887.4886972632 5780006.691464709, 2068886.3799407321 5780007.2315081535, 2068890.2346002467 5780013.871266868, 2068890.8416827568 5780013.575574467))",7.307117201603505,17.243350170904357
3231730,4510170,,Unknown,Pukehina,,Western Bay of Plenty District,Feature Extraction,NZ Aerial Imagery,1226,Bay of Plenty 0.2m  Rural Aerial Photos (2021),2021-01-31,2021-04-03,2023-03-28,"MULTIPOLYGON (((1909614.6454999996 5812567.9512, 1909615.3075806652 5812565.66806148, 1909613.2643871799 5812567.550685697, 1909614.6454999996 5812567.9512)), ((1909610.9232 5812569.7431, 1909610.937136376 5812569.695043907, 1909610.8941303748 5812569.734670177, 1909610.9232 5812569.7431)))",1.709979554675979,6.732287733209426
3231735,4510177,,Unknown,Pukehina,,Western Bay of Plenty District,Feature Extraction,NZ Aerial Imagery,1226,Bay of Plenty 0.2m  Rural Aerial Photos (2021),2021-01-31,2021-04-03,2023-03-28,"POLYGON ((1909483.3119 5812676.4399, 1909493.124442723 5812665.613450497, 1909492.5869430958 5812665.866000737, 1909482.0354995714 5812669.161590331, 1909478.8605984065 5812672.405536234, 1909483.3119 5812676.4399))",55.79635286628893,36.806162412069526
3231673,4510084,,Unknown,Pukehina,,Western Bay of Plenty District,Feature Extraction,NZ Aerial Imagery,1226,Bay of Plenty 0.2m  Rural Aerial Photos (2021),2021-01-31,2021-04-03,2023-03-28,"POLYGON ((1909361.6249878237 5812776.819239458, 1909355.9605449063 5812780.191453118, 1909350.6337563812 5812784.497675045, 1909352.7056999998 5812786.9448, 1909362.8942999998 5812778.3184, 1909361.6249878237 5812776.819239458))",37.72971164167241,31.962729186736894
3231660,4510068,,Unknown,Pukehina,,Western Bay of Plenty District,Feature Extraction,NZ Aerial Imagery,1226,Bay of Plenty 0.2m  Rural Aerial Photos (2021),2021-01-31,2021-04-03,2023-03-28,"POLYGON ((1909343.8435000004 5812792.0678, 1909347.5527999997 5812789.2636, 1909346.5094223751 5812787.88349513, 1909340.5175789327 5812792.912865963, 1909338.7440378433 5812794.457216895, 1909340.6251999997 5812796.9455, 1909345.0195000004 5812793.6233, 1909343.8435000004 5812792.0678))",25.636253554997243,27.132809439616384
3231527,4509877,,Unknown,Pukehina,,Western Bay of Plenty District,Feature Extraction,NZ Aerial Imagery,1226,Bay of Plenty 0.2m  Rural Aerial Photos (2021),2021-01-31,2021-04-03,2023-03-28,"POLYGON ((1909336.1552943743 5812796.711423698, 1909332.9760310445 5812799.479838998, 1909328.4122323035 5812803.023801741, 1909329.2144999998 5812804.0262, 1909337.0137999998 5812797.7841, 1909336.1552943743 5812796.711423698))",12.59177585347675,22.641372104814444
3231460,4509788,,Unknown,Pukehina,,Western Bay of Plenty District,Feature Extraction,NZ Aerial Imagery,1226,Bay of Plenty 0.2m  Rural Aerial Photos (2021),2021-01-31,2021-04-03,2023-03-28,"POLYGON ((1909311.5908000004 5812821.1432, 1909309.3289214468 5812818.404254048, 1909302.4061248435 5812825.284936282, 1909299.8361810558 5812827.168246892, 1909301.6441000002 5812829.3575, 1909311.5908000004 5812821.1432))",38.902316264092974,32.23820831994454
3231454,4509781,,Unknown,Pukehina,,Western Bay of Plenty District,Feature Extraction,NZ Aerial Imagery,1226,Bay of Plenty 0.2m  Rural Aerial Photos (2021),2021-01-31,2021-04-03,2023-03-28,"POLYGON ((1909296.8343000002 5812833.7707, 1909300.2687 5812830.8629, 1909298.1726625664 5812828.387309361, 1909294.3109459653 5812831.217259138, 1909290.4254521201 5812834.279585955, 1909294.1234 5812838.6472, 1909298.1073000003 5812835.2742, 1909296.8343000002 5812833.7707))",44.70210008769586,30.39153710095765
651630,3506549,,Unknown,Makara Beach,Makara Beach,Wellington City,Feature Extraction,NZ Aerial Imagery,1029,Wellington 0.3m Rural Aerial Photos (2016-2017),2017-01-06,2017-02-25,2019-02-08,"POLYGON ((1744054.5803452022 5436289.725036792, 1744054.6462840703 5436289.372847981, 1744051.7157505224 5436288.293177734, 1744051.5537618906 5436289.158381929, 1744054.5803452022 5436289.725036792))",1.9068487920839048,7.44081262923417
651640,3506559,,Unknown,Makara Beach,Makara Beach,Wellington City,Feature Extraction,NZ Aerial Imagery,1029,Wellington 0.3m Rural Aerial Photos (2016-2017),2017-01-06,2017-02-25,2019-02-08,"POLYGON ((1744058.2198188284 5436294.789917185, 1744054.9623627171 5436303.388192336, 1744057.769609445 5436301.180629834, 1744060.356418226 5436295.599367708, 1744058.2198188284 5436294.789917185))",15.482628417107495,21.20228788677796
651632,3506551,,Unknown,Makara Beach,Makara Beach,Wellington City,Feature Extraction,NZ Aerial Imagery,1029,Wellington 0.3m Rural Aerial Photos (2016-2017),2017-01-06,2017-02-25,2019-02-08,"POLYGON ((1744048.8495252228 5436307.304411751, 1744043.9630593872 5436306.293656847, 1744042.6341406435 5436312.718276015, 1744045.426406747 5436313.295850375, 1744045.05546457 5436315.089159223, 1744047.5902148262 5436315.613467032, 1744048.541108559 5436308.43773777, 1744048.6294725463 5436308.368250104, 1744048.8495252228 5436307.304411751))",38.012419734848024,27.258814927683026
1911687,4270770,,Unknown,Opunake,Opunake,South Taranaki District,Feature Extraction,NZ Aerial Imagery,1111,Taranaki 0.3m Rural Aerial Photos (2016-2018),2016-10-31,2018-03-11,2019-08-20,"POLYGON ((1673119.4752155177 5632276.163288091, 1673117.258542817 5632271.808810406, 1673107.5542335494 5632264.072343891, 1673097.9681280532 5632268.952082877, 1673105.3096685244 5632283.374206217, 1673119.4752155177 5632276.163288091))",228.2104221613748,60.13207885527867
1951360,4270797,,Unknown,Opunake,Opunake,South Taranaki District,Feature Extraction,NZ Aerial Imagery,1111,Taranaki 0.3m Rural Aerial Photos (2016-2018),2016-10-31,2018-03-11,2019-08-20,"POLYGON ((1673016.9123573361 5632506.654913331, 1673012.340845394 5632514.332224119, 1673015.0286604224 5632515.932685908, 1673015.1852589783 5632515.618042291, 1673018.907410286 5632507.842869429, 1673016.9123573361 5632506.654913331))",24.372773983090234,23.3571513395368
1940426,4371164,,Unknown,Kakaramea,,South Taranaki District,Feature Extraction,NZ Aerial Imagery,1111,Taranaki 0.3m Rural Aerial Photos (2016-2018),2016-10-31,2018-03-11,2019-08-20,"POLYGON ((1720000.4480680753 5603596.076049369, 1720001.1593922416 5603595.395288394, 1720000.0008100758 5603595.608711425, 1720000.4480680753 5603596.076049369))",0.3184522824832675,2.8095384546432784
1890261,4371163,,Unknown,Kakaramea,,South Taranaki District,Feature Extraction,NZ Aerial Imagery,1111,Taranaki 0.3m Rural Aerial Photos (2016-2018),2016-10-31,2018-03-11,2019-08-20,"POLYGON ((1720003.891909872 5603599.792132909, 1720009.8426228503 5603593.795745903, 1720002.7556466623 5603595.101241524, 1720000.9740573303 5603596.896505335, 1720003.891909872 5603599.792132909))",22.562378230591,22.294170085649018
2412588,1180083,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740520.7767313733 5714956.529589892, 1740519.8570776465 5714950.555619004, 1740509.6617369659 5714951.457861584, 1740510.6818005166 5714958.083737573, 1740520.7767313733 5714956.529589892))",65.10475427347804,33.197328445657014
2572826,4360125,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740534.3463282166 5714958.58037941, 1740533.7751316016 5714955.167617399, 1740529.3244639528 5714955.912569082, 1740529.895657331 5714959.325257812, 1740534.3463282166 5714958.58037941))",15.614403666493798,15.945547448323108
2538244,1180092,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740580.5901067113 5714964.627820558, 1740578.9965600152 5714957.586521546, 1740565.3467197258 5714960.675698812, 1740566.940189723 5714967.716927078, 1740580.5901067113 5714964.627820558))",101.03496752039275,42.42879126325871
2451393,1180093,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740516.6295511979 5714974.707712623, 1740514.8637831868 5714966.40190208, 1740509.2912603365 5714967.586584954, 1740511.057024992 5714975.892321963, 1740516.6295511979 5714974.707712623))",48.37593630594319,28.376898872283803
2519046,1180098,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740566.665094107 5714971.460541948, 1740568.0565126494 5714976.901876238, 1740571.6089756703 5714975.993466236, 1740573.0262721055 5714981.536000537, 1740585.3648148018 5714978.380878567, 1740586.5537330103 5714974.449469317, 1740583.687557603 5714967.107680306, 1740582.5560991792 5714967.397008718, 1740566.665094107 5714971.460541948))",181.599559647572,57.29848818013839
2269548,4900144,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740565.5468849519 5714978.605787695, 1740564.7472125567 5714974.8320105905, 1740562.0330557246 5714975.407146953, 1740562.832728086 5714979.180923974, 1740565.5468849519 5714978.605787695))",10.702543491422695,13.263994180472075
2634130,1180095,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740537.637022941 5714987.010969212, 1740537.5165790396 5714980.124522606, 1740531.9616937027 5714980.221673899, 1740532.082064451 5714987.108123372, 1740537.637022941 5714987.010969212))",38.2653790211702,24.886544050084026
2614688,1180094,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740530.7838530228 5714987.139853272, 1740530.3143189454 5714983.173699052, 1740526.897205352 5714983.578201169, 1740527.366742601 5714987.544428425, 1740530.7838530228 5714987.139853272))",13.742863310542152,14.869722971263108
2361595,4932799,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740562.0708777134 5714988.676238337, 1740563.9353048035 5714995.380756192, 1740571.9584131427 5714993.150747359, 1740573.1894580931 5714998.856531705, 1740584.3916887045 5714996.439607483, 1740583.0133953493 5714990.0513404785, 1740581.719097011 5714990.330515425, 1740575.71319026 5714984.786100864, 1740572.855800355 5714987.881327157, 1740572.2755170627 5714985.838478872, 1740562.0708777134 5714988.676238337))",181.3028246945141,65.54442852928041
2509519,1180096,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740546.2492541904 5715000.129480886, 1740544.5269394196 5714991.5880989265, 1740537.2197166872 5714993.061553661, 1740538.9420312543 5715001.602935099, 1740546.2492541904 5715000.129480886))",64.9515316406326,32.335194823165274
2441711,1180101,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740569.4911233592 5715012.819454955, 1740577.0095418473 5715012.169162617, 1740577.1656465032 5715013.973981997, 1740582.6003258487 5715013.503919066, 1740587.4526826323 5715013.084223077, 1740586.644322863 5715003.738295966, 1740583.3290781407 5715004.025042444, 1740583.5096794146 5715006.113080259, 1740581.9725674079 5715006.246030131, 1740579.1629370577 5715006.489044293, 1740578.8350908898 5715002.698621686, 1740568.691623556 5715003.575963807, 1740569.4911233592 5715012.819454955))",162.23568959502614,62.11465406431385
2605234,1180303,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740531.2656440076 5715009.289553448, 1740531.7649564599 5715018.170477996, 1740536.8665281506 5715017.883652387, 1740546.1659038588 5715017.360813675, 1740545.6665913104 5715008.479888032, 1740536.3672156627 5715009.002727453, 1740531.2656440076 5715009.289553448))",128.2980105090244,46.6372814974024
2634131,1180102,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740597.2219224675 5715022.563380156, 1740598.7101078995 5715022.475751741, 1740597.0974284247 5715020.44910997, 1740597.2219224675 5715022.563380156))",1.5786676529513515,6.19867839317106
2450212,4360121,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740593.7805706568 5715025.577061354, 1740593.5870366006 5715016.722742168, 1740587.6906749436 5715016.851597854, 1740587.8841357734 5715025.705917278, 1740593.7805706568 5715025.577061354))",52.23352630309162,29.508478822555645
2595615,1180166,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740585.30174819 5715060.643758934, 1740583.8035308071 5715046.967498469, 1740574.5937296273 5715047.976450654, 1740576.0919468028 5715061.652710047, 1740585.30174819 5715060.643758934))",127.46726504067787,46.045963725453404
2451395,1180150,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740533.1643072339 5715068.004680939, 1740539.0606606265 5715067.040094264, 1740539.8959113713 5715072.145839833, 1740552.713804354 5715070.04895632, 1740551.3233932236 5715061.549611445, 1740549.3528890484 5715061.871967063, 1740548.707557819 5715057.927169152, 1740531.9638161235 5715060.666285365, 1740533.1643072339 5715068.004680939))",200.22288117630026,63.14512585465596
2369249,4900238,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740524.1921504904 5715063.65184521, 1740521.4213140956 5715064.103231243, 1740522.1020714594 5715068.282448432, 1740524.8729078844 5715067.831062498, 1740524.1921504904 5715063.65184521))",11.887211628249744,14.083322663450211
2567118,1180151,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740531.0179264536 5715072.759426987, 1740530.5816223451 5715067.510619087, 1740523.798978371 5715068.0744046, 1740524.2352824379 5715073.323212194, 1740531.0179264536 5715072.759426987))",35.84677620220485,24.1458907410386
2582228,4360314,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740524.1862776396 5715075.878595068, 1740519.8047363504 5715076.165897184, 1740519.9577397539 5715078.498590463, 1740524.3392079002 5715078.21129163, 1740524.1862776396 5715075.878595068))",10.264661241549366,13.457237767691833
2682314,1180152,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740545.3619881184 5715076.238225053, 1740539.7114248653 5715076.836243782, 1740540.5627275163 5715084.880040592, 1740552.99077705 5715083.564737795, 1740552.0317234702 5715074.502824057, 1740545.2542373566 5715075.220109036, 1740545.3619881184 5715076.238225053))",108.0659861988792,43.21995820713147
2317900,4900142,,Unknown,Mokau,,Waitomo District,Feature Extraction,NZ Aerial Imagery,1158,Waikato 0.3m Rural Aerial Photos (2016-2019),2016-09-10,2019-04-15,2021-03-15,"POLYGON ((1740580.362604628 5715088.50175339, 1740580.0506564851 5715083.965434377, 1740577.6263018406 5715084.132149536, 1740577.9382499724 5715088.668468453, 1740580.362604628 5715088.50175339))",11.049652444919598,13.954224547168387
